ind_cco_fin_ult1,0.64301647760403968
ind_deme_fin_ult1,0.86380993873042899
ind_pres_fin_ult1,0.67968428668857206
ind_valo_fin_ult1,0.83131299347053222
ind_reca_fin_ult1,0.84271164495620909
ind_ctju_fin_ult1,0.87167383426314804
ind_cder_fin_ult1,0.76229841186540104
ind_plan_fin_ult1,0.84387983130504474
ind_fond_fin_ult1,0.83721668445117303
ind_hip_fin_ult1,0.91631020764637361
ind_aval_fin_ult1,0.94804583535977205
ind_nomina_ult1,0.99744929670862081
ind_cno_fin_ult1,0.96980803844566621
ind_ctpp_fin_ult1,0.73110970669858466
ind_ahor_fin_ult1,0.78626435274563045
ind_dela_fin_ult1,0.77475354526857687
ind_ecue_fin_ult1,0.76962027845630276
ind_nom_pens_ult1,0.99801650260698427
ind_recibo_ult1,0.8647336078962814
ind_deco_fin_ult1,0.88135586708724767
ind_tjcr_fin_ult1,0.90211376001532806
ind_ctop_fin_ult1,0.60287982156528264
ind_viv_fin_ult1,0.77379488677130615
ind_ctma_fin_ult1,0.65891196707014887
